datetime,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2025-01-01 04:00:00,190.42,190.62,189.32,190.06,200370.138,1735718399999,38057595.36962,91417,117153.193,22249922.92988,0
2025-01-01 08:00:00,190.06,191.86,188.0,191.36,282560.942,1735732799999,53644575.44455,136321,153795.865,29216844.57573,0
2025-01-01 12:00:00,191.35,192.15,189.14,191.91,303578.959,1735747199999,57896196.0426,161994,152394.661,29068503.37796,0
2025-01-01 16:00:00,191.91,193.91,189.25,193.1,292988.472,1735761599999,56082427.8394,184702,137448.12,26315212.89075,0
2025-01-01 20:00:00,193.1,195.33,193.1,194.28,275277.712,1735775999999,53479021.34948,154266,132737.034,25788042.20972,0
2025-01-02 00:00:00,194.28,199.7,193.43,198.54,596298.24,1735790399999,117780185.72937,262817,310167.766,61262233.70631,0
2025-01-02 04:00:00,198.55,206.89,198.54,205.91,818936.965,1735804799999,167175465.4788,306211,454043.256,92630638.72493,0
2025-01-02 08:00:00,205.91,208.88,205.66,208.51,492598.555,1735819199999,102023055.52721,209531,262373.927,54350786.32418,0
2025-01-02 12:00:00,208.52,210.48,205.45,206.77,692607.425,1735833599999,144033445.88986,432941,372289.137,77455273.86886,0
2025-01-02 16:00:00,206.77,209.07,204.67,206.69,397816.106,1735847999999,82263373.13959,236316,199322.376,41238574.09521,0
2025-01-02 20:00:00,206.69,208.44,205.2,208.31,226666.691,1735862399999,46894886.83417,167539,120824.868,25000618.48305,0
2025-01-03 00:00:00,208.3,208.45,205.63,208.05,285439.789,1735876799999,59102303.3489,153940,155075.85,32121501.8192,0
2025-01-03 04:00:00,208.05,210.0,207.09,207.95,385288.935,1735891199999,80333062.92618,191906,197462.096,41178458.87433,0
2025-01-03 08:00:00,207.95,215.18,207.6,214.51,785327.584,1735905599999,166316613.98103,273285,416371.148,88110268.18889,0
2025-01-03 12:00:00,214.52,218.7,212.09,217.36,855675.834,1735919999999,184322726.60492,387886,425869.102,91749352.00466,0
2025-01-03 16:00:00,217.37,219.83,216.46,217.1,608719.343,1735934399999,132625810.48224,251193,316167.974,68894428.55379,0
2025-01-03 20:00:00,217.1,218.04,215.81,217.99,330635.071,1735948799999,71670018.67909,136027,185013.384,40105951.33688,0
2025-01-04 00:00:00,218.0,218.18,215.67,216.97,409005.05,1735963199999,88711191.22193,208053,219962.76,47700914.76413,0
2025-01-04 04:00:00,216.97,217.96,215.58,216.71,300841.337,1735977599999,65253660.84385,123827,165337.833,35867174.375,0
2025-01-04 08:00:00,216.7,216.73,214.4,216.45,307779.925,1735991999999,66401398.01218,128332,159273.825,34367183.10908,0
2025-01-04 12:00:00,216.46,217.66,213.54,214.32,517489.082,1736006399999,111733495.33568,203948,226508.887,48913834.00787,0
2025-01-04 16:00:00,214.31,215.96,213.73,215.58,213635.313,1736020799999,45930339.3161,126869,102897.564,22118848.60626,0
2025-01-04 20:00:00,215.58,217.27,215.41,216.67,194960.683,1736035199999,42170242.21269,99220,101978.974,22059525.35216,0
2025-01-05 00:00:00,216.67,218.99,215.27,217.96,446040.445,1736049599999,96804546.92282,201438,251600.874,54629496.28299,0
2025-01-05 04:00:00,217.96,219.05,215.97,216.47,299171.901,1736063999999,65032734.88383,129783,153805.024,33449236.38288,0
2025-01-05 08:00:00,216.47,216.57,212.91,213.93,332411.755,1736078399999,71227136.87873,152977,146164.416,31319092.20608,0
2025-01-05 12:00:00,213.94,214.61,211.61,213.59,528394.801,1736092799999,112580130.98773,189041,185167.78,39462554.98778,0
2025-01-05 16:00:00,213.58,214.29,211.46,212.79,293290.116,1736107199999,62396705.85633,130996,146871.443,31248559.75225,0
2025-01-05 20:00:00,212.79,214.54,212.54,213.41,201731.527,1736121599999,43089439.0472,97940,105242.704,22480865.43228,0
2025-01-06 00:00:00,213.41,216.99,211.56,215.61,407522.331,1736135999999,87455064.50764,313535,208428.76,44732150.18104,0
2025-01-06 04:00:00,215.61,216.9,213.9,215.22,357605.372,1736150399999,77011170.01283,185565,157839.346,33997725.91502,0
2025-01-06 08:00:00,215.22,216.27,213.23,216.26,283782.476,1736164799999,60943354.58959,136428,149485.628,32113430.94983,0
2025-01-06 12:00:00,216.26,222.14,215.77,221.62,920232.208,1736179199999,201865757.17988,371149,495632.394,108733152.19043,0
2025-01-06 16:00:00,221.62,223.18,217.34,220.0,618459.488,1736193599999,136166137.34206,260156,337035.567,74228008.35486,0
2025-01-06 20:00:00,220.0,220.44,217.55,218.22,267760.983,1736207999999,58486950.29215,127623,136964.941,29910747.77794,0
2025-01-07 00:00:00,218.22,219.11,216.23,217.34,332023.177,1736222399999,72246126.48348,170178,174584.968,37990136.6915,0
2025-01-07 04:00:00,217.35,217.45,215.49,216.04,267074.144,1736236799999,57776026.42189,91214,147135.76,31822049.84583,0
2025-01-07 08:00:00,216.04,216.77,212.88,214.06,497502.634,1736251199999,106998803.72938,145940,275667.16,59305164.47104,0
2025-01-07 12:00:00,214.07,214.36,205.36,207.76,1416679.796,1736265599999,297239929.20852,466859,676616.676,142096269.25397,0
2025-01-07 16:00:00,207.76,209.09,203.52,204.56,746652.762,1736279999999,154111246.22556,354768,375305.921,77509552.20328,0
2025-01-07 20:00:00,204.56,204.99,201.8,202.17,482365.771,1736294399999,98149381.81238,246795,267259.946,54399134.90607,0
2025-01-08 00:00:00,202.17,203.28,196.71,198.67,811404.522,1736308799999,162609566.67839,328587,389771.878,78122958.31064,0
2025-01-08 04:00:00,198.68,199.57,193.14,195.71,897448.314,1736323199999,176142860.03124,330000,443348.982,87048148.3343,0
2025-01-08 08:00:00,195.71,198.0,194.45,195.5,644966.998,1736337599999,126965744.24873,216086,384390.242,75716068.47757,0
2025-01-08 12:00:00,195.51,199.57,194.86,197.8,674808.365,1736351999999,133144133.58416,382561,386476.736,76272000.80185,0
2025-01-08 16:00:00,197.8,197.97,188.34,194.32,1060441.487,1736366399999,204944818.03982,570407,538546.552,104118299.74863,0
2025-01-08 20:00:00,194.31,198.3,193.67,197.48,357760.544,1736380799999,70106091.16579,203501,196099.079,38427999.43524,0
2025-01-09 00:00:00,197.48,199.06,194.15,194.35,433836.763,1736395199999,85354438.76644,231516,211552.811,41661366.48151,0
2025-01-09 04:00:00,194.35,195.55,189.76,190.11,482716.979,1736409599999,93021196.78037,239138,235711.629,45469984.18255,0
2025-01-09 08:00:00,190.11,192.83,189.12,191.18,434027.698,1736423999999,82908380.47588,239973,225707.637,43144004.26381,0
2025-01-09 12:00:00,191.17,193.07,185.07,192.22,993576.041,1736438399999,187441280.72715,490092,504738.765,95271934.28142,0
2025-01-09 16:00:00,192.22,192.81,185.72,185.89,525562.213,1736452799999,99370539.56135,388695,262262.784,49595795.48968,0
2025-01-09 20:00:00,185.9,187.59,182.0,184.95,737427.499,1736467199999,136249077.91309,372270,361400.932,66778887.64853,0
2025-01-10 00:00:00,184.96,189.56,184.95,189.14,432214.297,1736481599999,81017815.71957,272652,216515.482,40588164.84229,0
2025-01-10 04:00:00,189.14,193.02,188.38,191.78,516491.013,1736495999999,98385914.7297,242260,246046.611,46882798.63776,0
2025-01-10 08:00:00,191.77,192.87,191.13,191.97,507468.756,1736510399999,97463114.19196,200679,220496.1,42355114.3015,0
2025-01-10 12:00:00,191.98,192.18,183.51,187.28,1220525.027,1736524799999,228612655.13933,573452,572027.977,107106754.45676,0
2025-01-10 16:00:00,187.28,192.07,183.85,190.22,675075.977,1736539199999,127139459.47671,400864,343523.392,64652852.16567,0
2025-01-10 20:00:00,190.22,190.5,186.71,187.68,291117.012,1736553599999,54734843.06036,162453,143156.483,26908474.04339,0
2025-01-11 00:00:00,187.69,188.79,185.61,186.37,322477.373,1736567999999,60318240.92782,178657,153568.352,28713165.25587,0
2025-01-11 04:00:00,186.37,187.2,185.04,186.24,305434.037,1736582399999,56806557.68099,128746,159287.278,29631827.44384,0
2025-01-11 08:00:00,186.24,186.88,184.01,186.69,712008.859,1736596799999,131892783.79817,203031,296042.852,54867558.00567,0
2025-01-11 12:00:00,186.69,188.25,185.87,186.95,320258.807,1736611199999,59889128.40652,141494,179743.537,33612519.09599,0
2025-01-11 16:00:00,186.96,187.99,185.66,187.75,207932.707,1736625599999,38847438.73283,128928,101833.047,19027384.11618,0
2025-01-11 20:00:00,187.74,191.91,187.49,188.09,336374.273,1736639999999,63779054.61464,156648,173635.284,32919636.16185,0
2025-01-12 00:00:00,188.09,188.6,186.54,187.31,207032.089,1736654399999,38812628.5912,124880,104005.136,19498942.31137,0
2025-01-12 04:00:00,187.31,187.5,185.6,186.57,180009.041,1736668799999,33594381.19669,84643,89588.057,16724149.183,0
2025-01-12 08:00:00,186.57,186.99,185.17,186.68,184152.342,1736683199999,34265213.49687,103122,103455.369,19250445.38352,0
2025-01-12 12:00:00,186.68,191.0,186.17,190.45,302015.114,1736697599999,56972805.50934,152432,160763.079,30327463.52615,0
2025-01-12 16:00:00,190.45,190.76,188.63,188.9,244077.756,1736711999999,46296955.90356,132372,115050.858,21829081.46895,0
2025-01-12 20:00:00,188.9,189.98,186.59,188.51,213630.793,1736726399999,40167420.88793,125874,104726.08,19693296.75707,0
2025-01-13 00:00:00,188.5,191.99,184.21,185.03,562485.334,1736740799999,105690808.88421,327157,282477.487,53123709.8113,0
2025-01-13 04:00:00,185.02,186.98,181.5,182.46,495409.913,1736755199999,91017384.55912,273812,239651.675,44047712.85295,0
2025-01-13 08:00:00,182.46,182.53,175.23,175.41,1194661.187,1736769599999,213802142.27768,420703,561244.805,100499134.74326,0
2025-01-13 12:00:00,175.41,180.34,168.88,178.8,2001562.696,1736783999999,351727302.75893,719563,927038.033,163056279.07259,0
2025-01-13 16:00:00,178.81,179.81,174.45,177.6,769065.433,1736798399999,136163689.29284,493761,346405.555,61328474.12772,0
2025-01-13 20:00:00,177.6,183.81,176.61,182.87,646741.05,1736812799999,117250561.80053,312523,335372.62,60817609.90357,0
2025-01-14 00:00:00,182.86,184.63,181.88,184.19,484091.845,1736827199999,88656699.79049,210474,241527.721,44243104.27175,0
2025-01-14 04:00:00,184.2,186.91,184.2,185.61,368483.769,1736841599999,68404123.14045,138863,168221.838,31229605.16069,0
2025-01-14 08:00:00,185.61,190.09,185.6,187.06,551061.885,1736855999999,103591345.36097,273362,267579.628,50322123.86032,0
2025-01-14 12:00:00,187.05,190.11,184.69,186.85,674968.359,1736870399999,126489704.24875,369280,318038.522,59636415.18707,0
2025-01-14 16:00:00,186.85,187.91,185.72,187.08,427393.873,1736884799999,79775851.37624,242034,233785.5,43647995.16868,0
2025-01-14 20:00:00,187.08,188.81,185.82,187.57,231355.333,1736899199999,43340865.79558,145833,120091.954,22497317.73445,0
2025-01-15 00:00:00,187.57,189.74,187.03,189.73,358905.827,1736913599999,67489394.82918,232339,179700.091,33794873.51413,0
2025-01-15 04:00:00,189.73,190.77,188.35,190.0,285611.254,1736927999999,54135968.57616,154579,149442.994,28331017.42539,0
2025-01-15 08:00:00,189.99,190.7,185.84,186.98,406200.026,1736942399999,76329801.52879,200964,187347.752,35213006.00324,0
2025-01-15 12:00:00,186.98,198.03,185.99,196.52,1295869.18,1736956799999,250968550.27227,627786,673773.063,130472618.22826,0
2025-01-15 16:00:00,196.52,202.35,196.43,201.9,705589.874,1736971199999,140596518.1553,311191,387524.527,77226702.96435,0
2025-01-15 20:00:00,201.9,206.04,201.89,205.86,716434.419,1736985599999,145944811.46734,298772,391714.394,79790336.88356,0
2025-01-16 00:00:00,205.86,206.29,201.36,201.99,523044.45,1736999999999,106506055.80451,291596,248811.524,50661343.88851,0
2025-01-16 04:00:00,201.98,203.5,201.46,203.14,253830.604,1737014399999,51405738.82383,124446,121296.177,24571715.75721,0
2025-01-16 08:00:00,203.15,212.98,198.47,212.78,1076998.371,1737028799999,220629627.90326,520461,606150.661,124410286.3419,0
2025-01-16 12:00:00,212.77,217.14,205.36,209.07,2243710.689,1737043199999,474459679.21794,1040678,1158198.176,245184892.68055,0
2025-01-16 16:00:00,209.07,215.44,208.83,214.19,1137533.386,1737057599999,242597711.12693,508600,640081.206,136554413.46798,0
2025-01-16 20:00:00,214.2,214.54,208.53,211.14,475138.157,1737071999999,100538746.95762,276946,233849.174,49496644.87112,0
2025-01-17 00:00:00,211.15,215.35,209.84,211.1,593063.203,1737086399999,126230339.88213,322678,285670.415,60827458.72082,0
2025-01-17 04:00:00,211.1,213.83,210.94,213.27,420155.717,1737100799999,89374049.60594,192011,229111.805,48735674.71965,0
2025-01-17 08:00:00,213.27,219.7,213.22,218.77,841428.75,1737115199999,182267924.92979,394138,452720.437,98083390.31254,0
2025-01-17 12:00:00,218.77,222.11,216.39,218.6,1242379.461,1737129599999,272985675.21585,644614,600713.126,132009987.38397,0
2025-01-17 16:00:00,218.6,221.93,215.66,217.16,643975.957,1737143999999,140705663.06242,321990,313641.28,68496674.28729,0
2025-01-17 20:00:00,217.17,221.22,216.46,219.51,643469.75,1737158399999,140962618.60449,311232,323577.324,70889523.02533,0
2025-01-18 00:00:00,219.52,228.8,217.29,220.47,1777777.778,1737172799999,396679624.12332,755130,992916.529,221443579.50837,0
2025-01-18 04:00:00,220.47,238.15,219.85,232.89,4459351.333,1737187199999,1028311473.11235,1955737,2311662.223,532702139.06021,0
2025-01-18 08:00:00,232.89,245.0,230.75,238.95,3331213.692,1737201599999,798362395.10963,1622768,1706156.425,409132031.63074,0
2025-01-18 12:00:00,238.95,260.0,238.91,257.75,3192526.156,1737215999999,786913433.5769,1416024,1705423.993,420600802.56302,0
2025-01-18 16:00:00,257.75,270.67,242.51,255.35,5468270.001,1737230399999,1394199570.51542,2898631,2804348.38,715442664.48295,0
2025-01-18 20:00:00,255.35,264.68,247.22,261.97,1742842.62,1737244799999,445013994.21436,1063892,908279.109,231993761.11551,0
2025-01-19 00:00:00,261.97,265.0,252.08,255.6,1702621.169,1737259199999,438535083.32197,1243768,845288.915,217818834.65987,0
2025-01-19 04:00:00,255.6,277.99,254.17,271.53,4419693.792,1737273599999,1192848810.66238,3022738,2367919.418,638965644.8228,0
2025-01-19 08:00:00,271.52,295.83,266.28,286.24,6221741.09,1737287999999,1742985005.28358,3900893,3236861.986,907692085.60601,0
2025-01-19 12:00:00,286.23,289.72,262.95,270.58,4324670.285,1737302399999,1196081219.94236,3093889,2047939.109,566589941.82281,0
2025-01-19 16:00:00,270.58,275.41,264.04,269.5,1583882.291,1737316799999,427323953.21937,1182044,773395.122,208784477.19556,0
2025-01-19 20:00:00,269.5,278.43,236.68,252.42,6799058.973,1737331199999,1736184559.55165,4285584,3282565.928,837822864.54022,0
2025-01-20 00:00:00,252.4,252.76,229.44,241.38,4943604.559,1737345599999,1196293561.3197,3776006,2552169.945,617655296.22353,0
2025-01-20 04:00:00,241.38,264.3,239.0,261.9,3270310.516,1737359999999,825165728.48918,2436037,1722716.065,434271968.8573,0
2025-01-20 08:00:00,261.91,273.29,256.64,260.6,2305897.425,1737374399999,608950634.31458,1810574,1125771.308,297346585.1858,0
2025-01-20 12:00:00,260.6,261.74,249.91,254.06,1997796.985,1737388799999,509761174.84348,1960707,951098.982,242771341.49327,0
2025-01-20 16:00:00,254.07,256.77,232.07,246.26,3268470.713,1737403199999,805849899.26783,2520078,1549474.533,382137576.21997,0
2025-01-20 20:00:00,246.27,250.99,241.51,242.19,1093495.363,1737417599999,269720224.73686,908442,514489.991,126898999.09266,0
2025-01-21 00:00:00,242.18,245.21,232.1,237.86,1804666.693,1737431999999,428386971.79522,1735139,840899.732,199643687.07374,0
2025-01-21 04:00:00,237.87,239.15,230.0,236.84,1311050.383,1737446399999,308311989.36755,973023,623229.06,146659965.28226,0
2025-01-21 08:00:00,236.83,242.15,235.59,239.44,1166623.965,1737460799999,278626040.23955,962337,589059.691,140671864.20395,0
2025-01-21 12:00:00,239.44,244.84,235.77,240.92,1246259.894,1737475199999,299631820.44093,1033860,600635.826,144477977.70202,0
2025-01-21 16:00:00,240.92,260.06,239.79,253.41,1506736.697,1737489599999,378597264.13393,925257,752074.636,188879815.92646,0
2025-01-21 20:00:00,253.41,255.99,246.69,250.33,847399.625,1737503999999,213512290.80058,551893,407686.925,102714238.94811,0
2025-01-22 00:00:00,250.33,256.97,248.43,254.11,727096.055,1737518399999,183744142.62949,504279,388281.184,98171720.86116,0
2025-01-22 04:00:00,254.11,259.78,252.4,258.51,786417.302,1737532799999,201401166.49582,526446,371715.4,95267673.21771,0
2025-01-22 08:00:00,258.51,258.94,252.22,257.76,613638.275,1737547199999,156541477.80526,508431,309009.792,78836739.19577,0
2025-01-22 12:00:00,257.75,264.98,254.48,257.3,1468496.895,1737561599999,381013408.90904,1200076,765601.435,198820354.18049,0
2025-01-22 16:00:00,257.31,266.31,253.22,265.29,1123495.792,1737575999999,290895075.54367,929229,525243.557,136279222.6033,0
2025-01-22 20:00:00,265.29,272.03,255.64,257.36,1504283.297,1737590399999,398867255.29541,1122760,743980.24,197496595.42493,0
2025-01-23 00:00:00,257.37,258.48,246.38,248.85,1002455.204,1737604799999,252083314.59555,668534,485604.21,122114857.71146,0
2025-01-23 04:00:00,248.84,250.71,245.02,249.53,663669.155,1737619199999,164814760.90316,484928,348044.232,86479652.35383,0
2025-01-23 08:00:00,249.52,249.92,242.33,244.19,654669.237,1737633599999,160930558.24645,556389,319710.1,78618706.06132,0
2025-01-23 12:00:00,244.19,254.76,242.19,249.39,1651199.113,1737647999999,409825689.73054,1355021,849977.411,211008484.01707,0
2025-01-23 16:00:00,249.4,256.32,245.27,246.84,985709.887,1737662399999,247803562.52386,948928,449692.053,113097861.18233,0
2025-01-23 20:00:00,246.84,258.38,243.62,253.11,1845060.127,1737676799999,462871374.28026,1521565,901239.429,226088959.25394,0
2025-01-24 00:00:00,253.12,256.46,247.18,252.23,823363.858,1737691199999,207112538.18151,815262,416398.28,104740574.11854,0
2025-01-24 04:00:00,252.23,264.44,250.6,259.7,1099152.265,1737705599999,285318899.55471,864836,585139.297,151855886.74773,0
2025-01-24 08:00:00,259.7,267.34,259.68,266.82,894766.51,1737719999999,236517110.03565,643872,501774.844,132622422.66564,0
2025-01-24 12:00:00,266.83,270.18,260.84,262.28,1028557.948,1737734399999,273662939.0713,867630,503462.039,134078072.33524,0
2025-01-24 16:00:00,262.28,265.49,260.45,262.06,516069.254,1737748799999,135808022.86754,558299,252275.253,66399645.56819,0
2025-01-24 20:00:00,262.06,262.39,252.74,253.37,852384.734,1737763199999,219517637.36695,652393,400786.001,103215690.35993,0
2025-01-25 00:00:00,253.36,253.71,248.08,252.74,779460.056,1737777599999,195437795.63478,513521,394725.256,98955233.59912,0
2025-01-25 04:00:00,252.73,252.74,246.49,247.28,654188.153,1737791999999,162612708.83244,452531,327304.297,81362155.49553,0
2025-01-25 08:00:00,247.27,250.78,246.33,249.97,558270.81,1737806399999,138733762.49064,416199,255565.023,63530051.76708,0
2025-01-25 12:00:00,249.97,254.7,248.25,253.68,540860.567,1737820799999,135834732.9156,418430,287108.867,72131012.88033,0
2025-01-25 16:00:00,253.68,260.78,253.08,258.5,770950.307,1737835199999,198106298.70262,593183,374118.012,96152828.53924,0
2025-01-25 20:00:00,258.49,259.75,255.59,256.41,400259.408,1737849599999,103326719.64295,373628,186340.796,48110535.33461,0
2025-01-26 00:00:00,256.4,259.96,253.58,258.42,495989.214,1737863999999,127160630.20053,390163,259744.957,66593774.77335,0
2025-01-26 04:00:00,258.43,260.16,257.36,258.95,329320.155,1737878399999,85207452.22756,290258,174106.772,45054919.09787,0
2025-01-26 08:00:00,258.95,258.95,252.79,255.59,398760.583,1737892799999,101766442.90757,337819,195319.254,49847319.37212,0
2025-01-26 12:00:00,255.58,257.55,253.32,254.58,410981.141,1737907199999,104932077.23808,392806,198742.651,50746341.14251,0
2025-01-26 16:00:00,254.59,258.0,253.83,256.28,292138.02,1737921599999,74826440.39976,253602,144252.014,36943988.7651,0
2025-01-26 20:00:00,256.29,256.63,240.32,240.5,1100826.411,1737935999999,272595847.41149,675150,506520.407,125329353.48573,0
2025-01-27 00:00:00,240.49,242.68,232.88,235.8,1695886.273,1737950399999,401869917.17435,1266843,830729.345,196843611.42648,0
2025-01-27 04:00:00,235.81,235.81,221.71,227.53,1931884.113,1737964799999,441486527.8946,1334027,917410.621,209551626.43496,0
2025-01-27 08:00:00,227.52,227.99,220.89,225.85,1123592.728,1737979199999,252997920.01793,891488,575906.191,129708156.78913,0
2025-01-27 12:00:00,225.84,237.67,223.71,233.66,1670740.655,1737993599999,388763137.90929,1522613,858942.567,199757159.38595,0
2025-01-27 16:00:00,233.67,235.9,223.92,226.53,1799482.605,1738007999999,410467924.01722,1047154,776221.211,177151507.13759,0
2025-01-27 20:00:00,226.54,237.9,226.48,234.89,695034.468,1738022399999,162441529.4306,637782,348643.582,81442422.98625,0
2025-01-28 00:00:00,234.9,237.8,233.06,236.69,493190.108,1738036799999,116236134.0877,482000,252495.783,59534931.72996,0
2025-01-28 04:00:00,236.68,244.0,236.66,238.74,703484.208,1738051199999,169253918.20454,507944,352897.111,84879580.64892,0
2025-01-28 08:00:00,238.74,239.72,235.32,238.25,396489.689,1738065599999,94330273.14038,366994,210978.046,50210877.4763,0
2025-01-28 12:00:00,238.25,240.23,233.75,237.49,645380.633,1738079999999,152953138.39785,742084,320134.724,75897178.32217,0
2025-01-28 16:00:00,237.49,237.78,230.3,232.19,574850.598,1738094399999,134444365.65912,672363,276639.701,64715397.97557,0
2025-01-28 20:00:00,232.2,232.6,225.01,227.06,670054.851,1738108799999,152466724.57461,511587,324907.553,73893252.39064,0
2025-01-29 00:00:00,227.06,232.0,226.79,231.2,344250.45,1738123199999,79048856.98802,380209,169910.833,39013038.06396,0
2025-01-29 04:00:00,231.2,234.78,229.83,234.41,301325.233,1738137599999,69960929.47967,277051,163430.096,37961906.67282,0
2025-01-29 08:00:00,234.42,235.9,230.14,231.99,299006.613,1738151999999,69549170.28094,314404,139626.117,32483083.04852,0
2025-01-29 12:00:00,231.98,232.03,226.0,228.4,604067.515,1738166399999,137855195.49112,523599,277142.422,63221194.8146,0
2025-01-29 16:00:00,228.41,236.12,222.63,231.68,1359642.651,1738180799999,311915136.61629,1034174,659988.545,151434077.20875,0
2025-01-29 20:00:00,231.68,238.49,227.61,228.16,935901.376,1738195199999,218650604.28133,979633,458044.87,107030284.17387,0
2025-01-30 00:00:00,228.16,241.01,226.84,240.24,733229.267,1738209599999,171971315.88218,571619,398426.433,93447648.00452,0
2025-01-30 04:00:00,240.25,242.13,237.2,238.9,648069.727,1738223999999,155654025.91677,383436,317514.1,76279561.82429,0
2025-01-30 08:00:00,238.9,241.94,238.01,241.77,383272.852,1738238399999,92135944.633,273877,207611.686,49929440.94716,0
2025-01-30 12:00:00,241.77,244.7,239.11,241.09,712173.922,1738252799999,172041112.0081,567380,353149.258,85316711.74207,0
2025-01-30 16:00:00,241.08,243.42,238.72,241.13,486005.19,1738267199999,117090688.85447,405761,247157.256,59559618.37963,0
2025-01-30 20:00:00,241.14,242.2,238.3,238.31,378515.015,1738281599999,90873656.40878,266809,179892.399,43177898.97597,0
2025-01-31 00:00:00,238.3,239.19,235.13,235.95,417851.749,1738295999999,99099203.4911,295261,202848.011,48129453.9348,0
2025-01-31 04:00:00,235.95,238.41,234.92,235.73,240051.315,1738310399999,56843274.10627,191013,122151.017,28933673.35188,0
2025-01-31 08:00:00,235.73,239.05,234.19,238.76,465802.41,1738324799999,109974754.85814,257227,205314.095,48533072.55094,0
2025-01-31 12:00:00,238.77,241.82,236.05,240.09,703507.609,1738339199999,168421797.86906,505120,355659.474,85129808.41568,0
2025-01-31 16:00:00,240.1,240.18,230.17,230.52,711126.27,1738353599999,166895852.51588,537751,348691.478,81896127.79079,0
2025-01-31 20:00:00,230.51,231.86,228.24,231.77,403826.214,1738367999999,92836807.80698,296463,192805.843,44337588.84754,0
2025-02-01 00:00:00,231.77,236.46,230.61,231.46,449454.296,1738382399999,104525028.00245,303318,248891.526,57904896.548,0
2025-02-01 04:00:00,231.47,233.08,230.0,230.68,177240.936,1738396799999,41040835.35308,168679,79298.724,18360864.85923,0
2025-02-01 08:00:00,230.67,230.93,226.29,228.11,417385.941,1738411199999,95214841.57238,287899,207431.378,47283265.93239,0
2025-02-01 12:00:00,228.1,229.53,224.83,226.38,481443.38,1738425599999,109355996.6174,318000,228677.754,51975535.72709,0
